pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,random_trial.started,Fixation_2.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation_2.stopped,Probe_2.started,Key_Resp.started,random_trial.stopped,Key_Resp.keys,Key_Resp.corr,Key_Resp.rt,Key_Resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,15,1,61,1,,,,,183.4419731000089,,183.42916350002633,183.4419731000089,184.44265440001618,184.44265440001618,184.44265440001618,184.44265440001618,184.44265440001618,185.44274530000985,185.44274530000985,187.09665889997268,v,1,1.6390358000062406,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,15,2,62,2,,,,,187.111270399997,,187.09775289997924,187.111270399997,188.11090909998165,188.11090909998165,188.11090909998165,188.11090909998165,188.11090909998165,189.11076660000253,189.11076660000253,190.49547259998508,c,1,1.382645900011994,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,15,3,63,3,,,,,190.51073259999976,,190.49793140002294,190.51073259999976,191.51164420001442,191.51164420001442,191.51164420001442,191.51164420001442,191.51164420001442,192.51479619997554,192.51479619997554,192.8091311000171,z,1,0.26805199997033924,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,16,0,64,0,,,,,192.8284554000129,,192.8111176000093,192.8284554000129,193.82636920001823,193.82636920001823,193.82636920001823,193.82636920001823,193.84418090002146,194.8254671000177,194.8254671000177,195.22840169997653,x,1,0.3973095000255853,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,16,1,65,1,,,,,195.24338330002502,,195.23044200002914,195.24338330002502,196.2426167000085,196.2426167000085,196.2426167000085,196.2426167000085,196.2426167000085,197.24252189998515,197.24252189998515,198.21106990001863,v,1,0.955602900008671,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,16,2,66,2,,,,,198.225643999991,,198.21312849997776,198.225643999991,199.22616489999928,199.22616489999928,199.22616489999928,199.22616489999928,199.22616489999928,200.22557100001723,200.22557100001723,200.27806719997898,c,1,0.04868809995241463,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,16,3,67,3,,,,,200.29194099997403,,200.28010209999047,200.29194099997403,201.29311189998407,201.29311189998407,201.29311189998407,201.29311189998407,201.29311189998407,202.2924380999757,202.2924380999757,202.6774578000186,z,1,0.38024939998285845,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,17,0,68,0,,,,,202.69241930003045,,202.679370799975,202.69241930003045,203.69303580000997,203.69303580000997,203.69303580000997,203.69303580000997,203.69303580000997,204.69245959998807,204.69245959998807,205.0114065000089,x,1,0.3129099000361748,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,17,1,69,1,,,,,205.0253706999938,,205.01342979999026,205.0253706999938,206.0243410000112,206.0243410000112,206.0243410000112,206.0243410000112,206.0243410000112,207.02596749999793,207.02596749999793,208.4122165000299,v,1,1.3793375000241213,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,17,2,70,2,,,,,208.42597959999694,,208.41418129997328,208.42597959999694,209.42629779997515,209.42629779997515,209.42629779997515,209.42629779997515,209.42629779997515,210.4256492999848,210.4256492999848,211.71069370000623,c,1,1.2761651999899186,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,17,3,71,3,,,,,211.7253786000074,,211.71269780001603,211.7253786000074,212.72636989998864,212.72636989998864,212.72636989998864,212.72636989998864,212.72636989998864,213.72620189998997,213.72620189998997,214.64562269998714,z,1,0.9124864999903366,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,18,0,72,0,,,,,214.6590545999934,,214.64745699998457,214.6590545999934,215.66017749998719,215.66017749998719,215.66017749998719,215.66017749998719,215.66017749998719,216.67515259998618,216.67515259998618,217.84230610000668,x,1,1.1587228999705985,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,18,1,73,1,,,,,217.85890819999622,,217.8440702999942,217.85890819999622,218.8434974999982,218.8434974999982,218.8434974999982,218.8434974999982,218.85936459997902,219.84276590001537,219.84276590001537,220.81079770001816,v,1,0.9579234999837354,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,18,2,74,2,,,,,220.82621359999757,,220.8127568999771,220.82621359999757,221.82634799997322,221.82634799997322,221.82634799997322,221.82634799997322,221.82634799997322,222.82582109997747,222.82582109997747,223.59469060000265,c,1,0.7664809999987483,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,18,3,75,3,,,,,223.60885710001457,,223.59663990000263,223.60885710001457,224.60929990001023,224.60929990001023,224.60929990001023,224.60929990001023,224.60929990001023,225.60983570001554,225.60983570001554,226.9278022000217,z,1,1.3095510000130162,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,19,0,76,0,,,,,226.94208890001755,,226.92991770000663,226.94208890001755,227.9430996000301,227.9430996000301,227.9430996000301,227.9430996000301,227.9430996000301,228.9418650000007,228.9418650000007,230.9273234999855,x,1,1.9749771999777295,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,19,1,77,1,,,,,230.94243360002292,,230.92949459998636,230.94243360002292,231.9435014000046,231.9435014000046,231.9435014000046,231.9435014000046,231.9435014000046,232.94214060000377,232.94214060000377,236.91150310001103,v,1,3.9636256000376306,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,19,2,78,2,,,,,236.9256069000112,,236.91344159998698,236.9256069000112,237.92620059999172,237.92620059999172,237.92620059999172,237.92620059999172,237.92620059999172,238.92590450000716,238.92590450000716,240.1108574999962,c,1,1.1720054000033997,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,19,3,79,3,,,,,240.12589089997346,,240.11291139997775,240.12589089997346,241.12601359997643,241.12601359997643,241.12601359997643,241.12601359997643,241.12601359997643,242.12566140003037,242.12566140003037,242.4607462999993,z,1,0.33048199996119365,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,20,0,80,0,,,,,242.47586790000787,,242.46261240000604,242.47586790000787,243.47672099998454,243.47672099998454,243.47672099998454,243.47672099998454,243.47672099998454,244.47597059997497,244.47597059997497,245.22819729999173,x,1,0.7464591000461951,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,20,1,81,1,,,,,245.24307710002176,,245.23015730001498,245.24307710002176,246.24291620001895,246.24291620001895,246.24291620001895,246.24291620001895,246.24291620001895,247.24262789997738,247.24262789997738,249.32730880001327,v,1,2.0686756999930367,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,20,2,82,2,,,,,249.34230519999983,,249.32930899999337,249.34230519999983,250.34312729997328,250.34312729997328,250.34312729997328,250.34312729997328,250.34312729997328,251.34141120000277,251.34141120000277,253.37817370000994,c,1,2.022914999979548,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,20,3,83,3,,,,,253.39406680001412,,253.37992079998367,253.39406680001412,254.39461989997653,254.39461989997653,254.39461989997653,254.39461989997653,254.39461989997653,255.39534659998026,255.39534659998026,256.46267139998963,z,1,1.064283500018064,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,21,0,84,0,,,,,256.4763900000253,,256.46450750000076,256.4763900000253,257.4772284000064,257.4772284000064,257.4772284000064,257.4772284000064,257.4772284000064,258.4996010999894,258.4996010999894,259.56082359998254,x,1,1.0465433999779634,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,21,1,85,1,,,,,259.5757647000137,,259.5627557000262,259.5757647000137,260.57629589998396,260.57629589998396,260.57629589998396,260.57629589998396,260.57629589998396,261.5762892999919,261.5762892999919,262.7781852000044,v,1,1.193643900041934,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,21,2,86,2,,,,,262.79296549997525,,262.78022349998355,262.79296549997525,263.79301309998846,263.79301309998846,263.79301309998846,263.79301309998846,263.79301309998846,264.7923617999768,264.7923617999768,265.12856949999696,c,1,0.3216293000150472,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,21,3,87,3,,,,,265.1424760000082,,265.1306927999831,265.1424760000082,266.14333609997993,266.14333609997993,266.14333609997993,266.14333609997993,266.14333609997993,267.1425434999983,267.1425434999983,267.72756799997296,z,1,0.5729527000221424,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,22,0,88,0,,,,,267.7424681999837,,267.72960630001035,267.7424681999837,268.74341840000125,268.74341840000125,268.74341840000125,268.74341840000125,268.74341840000125,269.74232660001144,269.74232660001144,270.67760440002894,x,1,0.9230608000070788,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,22,1,89,1,,,,,270.6928846000228,,270.6796454000287,270.6928846000228,271.69273210002575,271.69273210002575,271.69273210002575,271.69273210002575,271.69273210002575,272.6928155000205,272.6928155000205,273.6955339999986,v,1,0.9979295000084676,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,22,2,90,2,,,,,273.7093355000252,,273.69763890001923,273.7093355000252,274.70988949999446,274.70988949999446,274.70988949999446,274.70988949999446,274.70988949999446,275.7098602000042,275.7098602000042,276.19477579998784,c,1,0.47809770004823804,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,22,3,91,3,,,,,276.2089344999986,,276.19686470000306,276.2089344999986,277.2098132999963,277.2098132999963,277.2098132999963,277.2098132999963,277.2098132999963,278.20891829999164,278.20891829999164,279.04513520002365,z,1,0.8210558000137098,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,23,0,92,0,,,,,279.059056899976,,279.0471326999832,279.059056899976,280.0596755000297,280.0596755000297,280.0596755000297,280.0596755000297,280.0596755000297,281.0590032999753,281.0590032999753,283.29454430000624,x,1,2.2291805000277236,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,23,1,93,1,,,,,283.3090714000282,,283.29637629998615,283.3090714000282,284.30982129997574,284.30982129997574,284.30982129997574,284.30982129997574,284.30982129997574,285.30941709998297,285.30941709998297,286.77814850001596,v,1,1.465596900030505,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,23,2,94,2,,,,,286.7923533000285,,286.78010400000494,286.7923533000285,287.7932772000204,287.7932772000204,287.7932772000204,287.7932772000204,287.7932772000204,288.793030300003,288.793030300003,289.81126109999605,c,1,1.009843300038483,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,23,3,95,3,,,,,289.82646379998187,,289.81318810000084,289.82646379998187,290.8266323999851,290.8266323999851,290.8266323999851,290.8266323999851,290.8266323999851,291.8266273000045,291.8266273000045,292.7613366000005,z,1,0.9177436000318266,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,24,0,96,0,,,,,292.77595789998304,,292.76332500000717,292.77595789998304,293.77661220001755,293.77661220001755,293.77661220001755,293.77661220001755,293.77661220001755,294.7757562000188,294.7757562000188,295.8581716999761,x,1,1.0652207999955863,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,24,1,97,1,,,,,295.8746242999914,,295.8599799000076,295.8746242999914,296.86042679997627,296.86042679997627,296.86042679997627,296.86042679997627,296.87639130000025,297.8597943999921,297.8597943999921,298.26093699998455,v,1,0.3947677999967709,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,24,2,98,2,,,,,298.27605769998627,,298.2630408999976,298.27605769998627,299.27662050002255,299.27662050002255,299.27662050002255,299.27662050002255,299.27662050002255,300.2758786000195,300.2758786000195,301.09409989998676,c,1,0.8028050999855623,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,24,3,99,3,,,,,301.1092483000248,,301.0961153000244,301.1092483000248,302.1096982000163,302.1096982000163,302.1096982000163,302.1096982000163,302.1096982000163,303.1093133999966,303.1093133999966,307.39416269998765,z,1,4.277446800027974,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,25,0,100,0,,,,,307.4091818999732,,307.3962212000042,307.4091818999732,308.4097293000086,308.4097293000086,308.4097293000086,308.4097293000086,308.4097293000086,309.4096354999929,309.4096354999929,310.9446202000254,x,1,1.518856799986679,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,25,1,101,1,,,,,310.9593923999928,,310.9466185999918,310.9593923999928,311.95959689997835,311.95959689997835,311.95959689997835,311.95959689997835,311.95959689997835,312.95901400002185,312.95901400002185,314.7109530000016,v,1,1.7346057000104338,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,25,2,102,2,,,,,314.72585089999484,,314.71304990001954,314.72585089999484,315.72639680001885,315.72639680001885,315.72639680001885,315.72639680001885,315.72639680001885,316.7267370999907,316.7267370999907,317.6107597000082,c,1,0.86872750002658,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,25,3,103,3,,,,,317.62602520000655,,317.61265470000217,317.62602520000655,318.6266506999964,318.6266506999964,318.6266506999964,318.6266506999964,318.6266506999964,319.6257927999832,319.6257927999832,320.82818900002167,z,1,1.1950460000080056,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,26,0,104,0,,,,,320.84252710000146,,320.830037000007,320.84252710000146,321.8437871999922,321.8437871999922,321.8437871999922,321.8437871999922,321.8437871999922,322.8424760000198,322.8424760000198,325.56083450000733,x,1,2.713578100025188,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,26,1,105,1,,,,,325.5757695999928,,325.5626697000116,325.5757695999928,326.5767049000133,326.5767049000133,326.5767049000133,326.5767049000133,326.5767049000133,327.57608690002235,327.57608690002235,329.460887800029,v,1,1.876086000003852,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,26,2,106,2,,,,,329.47582910000347,,329.46268200001214,329.47582910000347,330.47678279998945,330.47678279998945,330.47678279998945,330.47678279998945,330.47678279998945,331.4759763000184,331.4759763000184,339.04561590001686,c,1,7.566992000036407,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,26,3,107,3,,,,,339.0590222000028,,339.04766889999155,339.0590222000028,340.0598673999775,340.0598673999775,340.0598673999775,340.0598673999775,340.0598673999775,341.05926190002356,341.05926190002356,343.2941930000088,z,1,2.2286114000016823,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,27,0,108,0,,,,,343.3090015000198,,343.29611679998925,343.3090015000198,344.3095342000015,344.3095342000015,344.3095342000015,344.3095342000015,344.3095342000015,345.30901279998943,345.30901279998943,346.495742900006,x,1,1.182758199982345,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,27,1,109,1,,,,,346.50942529999884,,346.49759480002103,346.50942529999884,347.50962580001215,347.50962580001215,347.50962580001215,347.50962580001215,347.50962580001215,348.50970729999244,348.50970729999244,350.1277707000263,v,1,1.602736900036689,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,27,2,110,2,,,,,350.14240650000283,,350.12961040000664,350.14240650000283,351.14324990002206,351.14324990002206,351.14324990002206,351.14324990002206,351.14324990002206,352.14286959997844,352.14286959997844,352.8279067000258,c,1,0.6743311999598518,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,27,3,111,3,,,,,352.8424728999962,,352.82990880002035,352.8424728999962,353.8434348999872,353.8434348999872,353.8434348999872,353.8434348999872,353.8434348999872,354.8423994000186,354.8423994000186,356.29446870001266,z,1,1.4401570999762043,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,28,0,112,0,,,,,356.3093686000211,,356.29652139998507,356.3093686000211,357.3102955999784,357.3102955999784,357.3102955999784,357.3102955999784,357.3102955999784,358.30979799997294,358.30979799997294,358.9450628000195,x,1,0.6300579999806359,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,28,1,113,1,,,,,358.9596107000252,,358.9470486000064,358.9596107000252,359.9599370000069,359.9599370000069,359.9599370000069,359.9599370000069,359.9599370000069,360.96010740002384,360.96010740002384,361.32787079998525,v,1,0.3553506000316702,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,28,2,114,2,,,,,361.3427144999732,,361.33003120002104,361.3427144999732,362.3430093000061,362.3430093000061,362.3430093000061,362.3430093000061,362.3430093000061,363.3424183999887,363.3424183999887,363.67753009998705,c,1,0.3247378999949433,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,28,3,115,3,,,,,363.6923848000006,,363.6793485999806,363.6923848000006,364.6934016000014,364.6934016000014,364.6934016000014,364.6934016000014,364.6934016000014,365.69283559999894,365.69283559999894,366.41118350002216,z,1,0.7051057000062428,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,29,0,116,0,,,,,366.42631150002126,,366.41318189998856,366.42631150002126,367.4262750999769,367.4262750999769,367.4262750999769,367.4262750999769,367.4262750999769,368.42612389998976,368.42612389998976,368.8444390000077,x,1,0.40076559997396544,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,29,1,117,1,,,,,368.8591526999953,,368.8462632999872,368.8591526999953,369.85964189999504,369.85964189999504,369.85964189999504,369.85964189999504,369.85964189999504,370.85910970001714,370.85910970001714,371.76210490002995,v,1,0.8977469999808818,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,29,2,118,2,,,,,371.7765642000013,,371.76418170001125,371.7765642000013,372.77687170001445,372.77687170001445,372.77687170001445,372.77687170001445,372.77687170001445,373.7759477000218,373.7759477000218,374.1596636999748,c,1,0.369363899983,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,29,3,119,3,,,,,374.1763417000184,,374.16167459997814,374.1763417000184,375.1768207999994,375.1768207999994,375.1768207999994,375.1768207999994,375.1768207999994,376.17592160002096,376.17592160002096,376.97862990002614,z,1,0.800563900033012,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,30,0,120,0,,,,,376.99287010001717,,376.98070740001276,376.99287010001717,377.99316100002034,377.99316100002034,377.99316100002034,377.99316100002034,377.99316100002034,378.99280780000845,378.99280780000845,380.4131798000308,x,1,1.4174352000118233,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,30,1,121,1,,,,,380.4405664000078,,380.4164563000086,380.4405664000078,381.42677720001666,381.42677720001666,381.42677720001666,381.42677720001666,381.443013000011,382.42582800000673,382.42582800000673,384.1614585000207,v,1,1.73077139997622,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,30,2,122,2,,,,,384.1757788999821,,384.16345130000263,384.1757788999821,385.17662560002645,385.17662560002645,385.17662560002645,385.17662560002645,385.17662560002645,386.17593480000505,386.17593480000505,387.4614636999904,c,1,1.278864899999462,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,30,3,123,3,,,,,387.4759291000082,,387.4637238000287,387.4759291000082,388.47660559997894,388.47660559997894,388.47660559997894,388.47660559997894,388.47660559997894,389.4763763999799,389.4763763999799,390.4281092999736,z,1,0.9460324000101537,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,31,0,124,0,,,,,390.44284019997576,,390.4299823999754,390.44284019997576,391.44310570001835,391.44310570001835,391.44310570001835,391.44310570001835,391.44310570001835,392.44323319999967,392.44323319999967,392.7611544000101,x,1,0.3048149000387639,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,31,1,125,1,,,,,392.77585179999005,,392.7630597000243,392.77585179999005,393.77666939998744,393.77666939998744,393.77666939998744,393.77666939998744,393.77666939998744,394.775853500003,394.775853500003,397.1281221000245,v,1,2.347016000014264,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,31,2,126,2,,,,,397.14301140001044,,397.1301649999805,397.14301140001044,398.14359789999435,398.14359789999435,398.14359789999435,398.14359789999435,398.14359789999435,399.14273070002673,399.14273070002673,400.0460520000197,c,1,0.8999819000018761,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,31,3,127,3,,,,,400.0610078999889,,400.0480916000088,400.0610078999889,401.05996230000164,401.05996230000164,401.05996230000164,401.05996230000164,401.0764003000222,402.05925160000334,402.05925160000334,402.7109876999748,lcmd,0,0.6360977999866009,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-50,x,32,0,128,0,,,,,402.7265108000138,,402.71289149997756,402.7265108000138,403.7332507999963,403.7332507999963,403.7332507999963,403.7332507999963,403.7332507999963,404.7322669000132,404.7322669000132,406.22745760000544,x,1,1.4884312000358477,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
150,v,32,1,129,1,,,,,406.2424306999892,,406.2292188000283,406.2424306999892,407.2427139999927,407.2427139999927,407.2427139999927,407.2427139999927,407.2427139999927,408.2416778000188,408.2416778000188,410.26134399999864,v,1,2.0135563999647275,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
50,c,32,2,130,2,,,,,410.2761062000063,,410.26317350001773,410.2761062000063,411.27595939999446,411.27595939999446,411.27595939999446,411.27595939999446,411.27595939999446,412.27679229999194,412.27679229999194,413.094743499998,c,1,0.80760530004045,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
-150,z,32,3,131,3,,,,,413.10976760002086,,413.09670069999993,413.10976760002086,414.1106261999812,414.1106261999812,414.1106261999812,414.1106261999812,414.1106261999812,415.10930920002284,415.10930920002284,415.94437939999625,z,1,0.8251187999849208,None,,,,,,,,,,,,,,,066450,001,2024-10-14_22h17.51.370,motor sequence,2024.1.5,None,2024-10-14 22h17.54.250816 +0530,
